Corner,VDD,VSS,cap_scs,mos_scs,res_scs,temperature,DCGain,GBW,PM,Zin_val,Zout_val,ICMR_Max,ICMR_Min,Out_Swing_Max,Out_Swing_Min,PSRR_VDD_1MHz,PSRR_VSS_1MHz,Vout_Sin_Max,Vout_Sin_Min,Iout_Sin_Max,Iout_Sin_Min
PVT_951,2.75,-2.25,ws,wp,ws,25,24.06,3669000,86.58,8065000,3.672,2.311,-2.044,2.577,-2.044,3.054e-05,0.0002483,pending,pending,pending,pending
PVT_952,2.75,-2.25,ws,wp,ws,-25,24.06,4058000,86.79,7025000,3.08,2.335,-2.078,2.593,-2.078,2.237e-05,0.0002279,pending,pending,pending,pending
PVT_953,2.75,-2.25,ws,wp,ws,85,24.13,3324000,86.36,9159000,4.353,2.29,-2.005,2.562,-2.005,4.189e-05,0.0002678,pending,pending,pending,pending
PVT_954,2.25,-2.5,ws,wp,ws,25,28.96,5787000,78.88,8676000,3.974,1.872,-2.214,2.088,-2.214,1.667e-05,0.000157,1.478,-1.513,0.03026,-0.02956
PVT_955,2.25,-2.5,ws,wp,ws,-25,28.67,6315000,78.91,7516000,3.342,1.892,-2.261,2.103,-2.261,1.214e-05,0.0001471,1.48,-1.512,0.03025,-0.02961
PVT_956,2.25,-2.5,ws,wp,ws,85,29.37,5358000,78.44,9889000,4.698,1.854,-2.156,2.073,-2.156,2.311e-05,0.000164,1.476,-1.514,0.03027,-0.02951
PVT_957,2.5,-2.5,ws,wp,ws,25,25.99,4579000,83.57,8022000,3.675,2.087,-2.258,2.327,-2.258,2.117e-05,0.0001992,pending,pending,pending,pending
PVT_958,2.5,-2.5,ws,wp,ws,-25,25.84,5006000,83.89,6957000,3.083,2.109,-2.298,2.343,-2.298,1.531e-05,0.0001852,pending,pending,pending,pending
PVT_959,2.5,-2.5,ws,wp,ws,85,26.29,4232000,82.95,9162000,4.356,2.068,-2.21,2.311,-2.21,2.943e-05,0.0002099,pending,pending,pending,pending
PVT_960,2.75,-2.5,ws,wp,ws,25,24.39,4122000,86.25,7555000,3.422,2.295,-2.287,2.565,-2.287,2.353e-05,0.0002214,pending,pending,pending,pending
PVT_961,2.75,-2.5,ws,wp,ws,-25,24.37,4538000,86.69,6560000,2.866,2.319,-2.322,2.582,-2.322,1.689e-05,0.0002041,pending,pending,pending,pending
PVT_962,2.75,-2.5,ws,wp,ws,85,24.5,3769000,85.79,8629000,4.065,2.274,-2.245,2.549,-2.245,3.321e-05,0.0002375,pending,pending,pending,pending
PVT_963,2.25,-2.75,ws,wp,ws,25,28.59,6100000,79.46,8049000,3.678,1.855,-2.464,2.076,-2.464,1.349e-05,0.0001498,pending,pending,pending,pending
PVT_964,2.25,-2.75,ws,wp,ws,-25,28.22,6555000,79.96,6940000,3.086,1.875,-2.51,2.091,-2.512,9.735e-06,0.000142,pending,pending,pending,pending
PVT_965,2.25,-2.75,ws,wp,ws,85,29.2,5761000,78.9,9259000,4.36,1.838,-2.404,2.06,-2.404,1.886e-05,0.0001532,pending,pending,pending,pending
PVT_966,2.5,-2.75,ws,wp,ws,25,26.06,4991000,83.7,7512000,3.424,2.069,-2.503,2.314,-2.503,1.65e-05,0.0001831,pending,pending,pending,pending
PVT_967,2.5,-2.75,ws,wp,ws,-25,25.9,5433000,83.98,6498000,2.868,2.091,-2.513,2.331,-2.544,1.174e-05,0.0001708,pending,pending,pending,pending
PVT_968,2.5,-2.75,ws,wp,ws,85,26.41,4657000,83.1,8628000,4.067,2.05,-2.453,2.298,-2.453,2.349e-05,0.0001918,pending,pending,pending,pending
PVT_969,2.75,-2.75,ws,wp,ws,25,24.75,4605000,86.12,7125000,3.207,2.276,-2.512,2.552,-2.53,1.788e-05,0.0001984,pending,pending,pending,pending
PVT_970,2.75,-2.75,ws,wp,ws,-25,24.73,5116000,86.42,6176000,2.684,2.301,-2.514,2.569,-2.567,1.261e-05,0.0001833,pending,pending,pending,pending
PVT_971,2.75,-2.75,ws,wp,ws,85,24.87,4224000,85.51,8171000,3.815,2.256,-2.486,2.536,-2.486,2.593e-05,0.0002123,pending,pending,pending,pending
PVT_972,2.25,-2.25,tm,ws,ws,25,33.47,5653000,70.02,11330000,5.641,1.889,-1.635,2.092,-1.635,5.718e-05,0.0001393,1.478,-1.46,0.0292,-0.02957
PVT_973,2.25,-2.25,tm,ws,ws,-25,35.15,7409000,68.04,10250000,4.73,1.91,-1.724,2.108,-1.724,4.012e-05,0.0001094,1.481,-1.46,0.02919,-0.02962
PVT_974,2.25,-2.25,tm,ws,ws,85,31.85,4357000,71.8,12360000,6.678,1.867,-1.539,2.076,-1.539,7.617e-05,0.0001719,1.475,-1.438,0.02877,-0.0295
PVT_975,2.5,-2.25,tm,ws,ws,25,33.48,6107000,71.1,10780000,5.13,2.104,-1.804,2.331,-1.804,5.253e-05,0.0001301,1.48,-1.478,0.02957,-0.02961
PVT_976,2.5,-2.25,tm,ws,ws,-25,34.67,7747000,70.07,9629000,4.284,2.127,-1.886,2.347,-1.886,3.848e-05,0.0001064,1.483,-1.47,0.0294,-0.02965
PVT_977,2.5,-2.25,tm,ws,ws,85,32.17,4847000,71.9,11850000,6.102,2.081,-1.707,2.314,-1.707,6.806e-05,0.0001568,1.478,-1.476,0.02952,-0.02955
PVT_978,2.75,-2.25,tm,ws,ws,25,31.68,5645000,74.85,10050000,4.709,2.312,-1.916,2.568,-1.916,5.7e-05,0.0001448,1.481,-1.486,0.02972,-0.02962
PVT_979,2.75,-2.25,tm,ws,ws,-25,31.78,6422000,74.96,8761000,3.92,2.337,-1.978,2.585,-1.978,4.633e-05,0.0001315,1.483,-1.476,0.02951,-0.02966
PVT_980,2.75,-2.25,tm,ws,ws,85,31.36,4842000,74.32,11260000,5.621,2.288,-1.837,2.551,-1.837,6.746e-05,0.0001596,1.479,-1.489,0.02978,-0.02958
PVT_981,2.25,-2.5,tm,ws,ws,25,34.3,6743000,69.31,10670000,5.136,1.875,-1.89,2.081,-1.89,4.622e-05,0.0001162,1.477,-1.512,0.03023,-0.02955
PVT_982,2.25,-2.5,tm,ws,ws,-25,35.88,8860000,68.07,9580000,4.29,1.896,-1.993,2.097,-1.993,3.144e-05,9.205e-05,1.48,-1.513,0.03025,-0.0296
PVT_983,2.25,-2.5,tm,ws,ws,85,32.71,5207000,70.74,11720000,6.108,1.854,-1.775,2.065,-1.775,6.327e-05,0.0001433,1.474,-1.506,0.03013,-0.02948
PVT_984,2.5,-2.5,tm,ws,ws,25,34.04,7134000,70.52,10160000,4.714,2.088,-2.056,2.319,-2.056,4.38e-05,0.000112,1.479,-1.514,0.03028,-0.02959
PVT_985,2.5,-2.5,tm,ws,ws,-25,34.97,8818000,70.53,8985000,3.925,2.112,-2.144,2.336,-2.144,3.157e-05,9.372e-05,1.482,-1.513,0.03027,-0.02963
PVT_986,2.5,-2.5,tm,ws,ws,85,32.87,5666000,71.57,11260000,5.626,2.067,-1.947,2.302,-1.947,5.776e-05,0.0001336,pending,pending,pending,pending
PVT_987,2.75,-2.5,tm,ws,ws,25,31.94,6348000,74.68,9443000,4.36,2.296,-2.159,2.557,-2.159,4.916e-05,0.0001289,1.48,-1.515,0.0303,-0.0296
PVT_988,2.75,-2.5,tm,ws,ws,-25,31.76,7008000,75.39,8154000,3.622,2.322,-2.224,2.574,-2.224,3.946e-05,0.0001203,1.482,-1.514,0.03028,-0.02964
PVT_989,2.75,-2.5,tm,ws,ws,85,31.89,5607000,74.08,10700000,5.217,2.273,-2.075,2.539,-2.075,5.844e-05,0.0001387,1.478,-1.515,0.0303,-0.02956
PVT_990,2.25,-2.75,tm,ws,ws,25,34.97,7916000,68.77,10090000,4.718,1.859,-2.153,2.069,-2.153,3.757e-05,9.953e-05,1.476,-1.515,0.03029,-0.02952
PVT_991,2.25,-2.75,tm,ws,ws,-25,36.43,10250000,68.22,9002000,3.929,1.88,-2.268,2.085,-2.268,2.462e-05,7.976e-05,pending,pending,pending,pending
PVT_992,2.25,-2.75,tm,ws,ws,85,33.44,6079000,70.34,11150000,5.631,1.839,-2.021,2.053,-2.021,5.307e-05,0.0001222,1.473,-1.515,0.03029,-0.02945
PVT_993,2.5,-2.75,tm,ws,ws,25,34.43,8099000,70.79,9601000,4.363,2.072,-2.312,2.307,-2.312,3.672e-05,9.889e-05,1.478,-1.515,0.0303,-0.02957
PVT_994,2.5,-2.75,tm,ws,ws,-25,35.05,9693000,71.08,8409000,3.626,2.095,-2.403,2.324,-2.403,2.591e-05,8.509e-05,1.481,-1.513,0.03027,-0.02961
PVT_995,2.5,-2.75,tm,ws,ws,85,33.45,6537000,71.19,10740000,5.221,2.051,-2.194,2.29,-2.194,4.942e-05,0.0001162,1.476,-1.516,0.03032,-0.02951
PVT_996,2.75,-2.75,tm,ws,ws,25,32.07,6970000,74.86,8906000,4.062,2.279,-2.405,2.544,-2.405,4.241e-05,0.0001172,1.479,-1.516,0.03031,-0.02958
PVT_997,2.75,-2.75,tm,ws,ws,-25,31.68,7571000,76.02,7631000,3.37,2.304,-2.472,2.561,-2.472,3.312e-05,0.0001117,1.481,-1.514,0.03027,-0.02962
PVT_998,2.75,-2.75,tm,ws,ws,85,32.29,6335000,73.87,10200000,4.87,2.256,-2.316,2.526,-2.316,5.099e-05,0.0001231,1.477,-1.517,0.03034,-0.02954
PVT_999,2.25,-2.25,wp,ws,ws,25,33.47,5661000,70.01,11320000,5.642,1.889,-1.635,2.092,-1.635,5.724e-05,0.0001392,1.478,-1.46,0.0292,-0.02957
PVT_1000,2.25,-2.25,wp,ws,ws,-25,35.15,7419000,68.02,10240000,4.73,1.91,-1.724,2.108,-1.724,4.016e-05,0.0001094,1.481,-1.46,0.02919,-0.02962
PVT_1001,2.25,-2.25,wp,ws,ws,85,31.85,4363000,71.79,12350000,6.679,1.867,-1.539,2.076,-1.539,7.624e-05,0.0001718,1.475,-1.439,0.02877,-0.0295
PVT_1002,2.5,-2.25,wp,ws,ws,25,33.48,6115000,71.09,10770000,5.131,2.104,-1.804,2.331,-1.804,5.258e-05,0.00013,1.48,-1.478,0.02957,-0.02961
PVT_1003,2.5,-2.25,wp,ws,ws,-25,34.67,7758000,70.06,9620000,4.285,2.127,-1.886,2.347,-1.886,3.853e-05,0.0001064,1.483,-1.47,0.0294,-0.02965
PVT_1004,2.5,-2.25,wp,ws,ws,85,32.17,4853000,71.89,11840000,6.103,2.081,-1.707,2.314,-1.707,6.813e-05,0.0001567,1.478,-1.476,0.02952,-0.02956
PVT_1005,2.75,-2.25,wp,ws,ws,25,31.68,5652000,74.84,10040000,4.71,2.312,-1.916,2.568,-1.916,5.707e-05,0.0001447,1.481,-1.486,0.02973,-0.02962
PVT_1006,2.75,-2.25,wp,ws,ws,-25,31.78,6430000,74.94,8753000,3.921,2.337,-1.978,2.585,-1.978,4.64e-05,0.0001315,1.483,-1.476,0.02952,-0.02966
PVT_1007,2.75,-2.25,wp,ws,ws,85,31.36,4848000,74.31,11250000,5.622,2.288,-1.837,2.551,-1.837,6.753e-05,0.0001595,1.479,-1.489,0.02978,-0.02958
PVT_1008,2.25,-2.5,wp,ws,ws,25,34.3,6752000,69.29,10660000,5.137,1.875,-1.89,2.081,-1.89,4.627e-05,0.0001161,pending,pending,pending,pending
PVT_1009,2.25,-2.5,wp,ws,ws,-25,35.88,8873000,68.06,9571000,4.29,1.896,-1.993,2.097,-1.993,3.148e-05,9.199e-05,1.48,-1.513,0.03025,-0.0296
PVT_1010,2.25,-2.5,wp,ws,ws,85,32.71,5214000,70.73,11710000,6.109,1.854,-1.775,2.065,-1.775,6.333e-05,0.0001432,1.474,-1.506,0.03013,-0.02948
PVT_1011,2.5,-2.5,wp,ws,ws,25,34.04,7145000,70.5,10150000,4.714,2.088,-2.056,2.319,-2.056,4.385e-05,0.0001119,1.479,-1.514,0.03028,-0.02959
PVT_1012,2.5,-2.5,wp,ws,ws,-25,34.97,8830000,70.52,8976000,3.925,2.112,-2.144,2.336,-2.144,3.161e-05,9.365e-05,1.482,-1.513,0.03027,-0.02963
PVT_1013,2.5,-2.5,wp,ws,ws,85,32.87,5673000,71.55,11260000,5.627,2.067,-1.947,2.302,-1.947,5.782e-05,0.0001335,1.477,-1.512,0.03025,-0.02954
PVT_1014,2.75,-2.5,wp,ws,ws,25,31.94,6356000,74.66,9434000,4.36,2.296,-2.159,2.557,-2.159,4.922e-05,0.0001288,1.48,-1.515,0.0303,-0.0296
PVT_1015,2.75,-2.5,wp,ws,ws,-25,31.76,7015000,75.39,8146000,3.623,2.322,-2.224,2.574,-2.224,3.953e-05,0.0001202,1.482,-1.514,0.03028,-0.02964
PVT_1016,2.75,-2.5,wp,ws,ws,85,31.89,5615000,74.07,10700000,5.218,2.273,-2.075,2.539,-2.075,5.85e-05,0.0001386,1.478,-1.515,0.0303,-0.02956
PVT_1017,2.25,-2.75,wp,ws,ws,25,34.97,7928000,68.76,10080000,4.719,1.859,-2.153,2.069,-2.153,3.762e-05,9.946e-05,1.476,-1.515,0.03029,-0.02953
PVT_1018,2.25,-2.75,wp,ws,ws,-25,36.43,10260000,68.21,8993000,3.93,1.88,-2.268,2.085,-2.268,2.466e-05,7.97e-05,1.479,-1.513,0.03026,-0.02958
PVT_1019,2.25,-2.75,wp,ws,ws,85,33.44,6087000,70.33,11140000,5.631,1.839,-2.021,2.053,-2.021,5.312e-05,0.0001221,1.473,-1.515,0.03029,-0.02945
PVT_1020,2.5,-2.75,wp,ws,ws,25,34.43,8110000,70.79,9592000,4.364,2.072,-2.312,2.307,-2.312,3.676e-05,9.882e-05,1.478,-1.515,0.0303,-0.02957
PVT_1021,2.5,-2.75,wp,ws,ws,-25,35.05,9706000,71.07,8401000,3.626,2.095,-2.403,2.324,-2.403,2.595e-05,8.504e-05,1.481,-1.513,0.03027,-0.02961
PVT_1022,2.5,-2.75,wp,ws,ws,85,33.45,6547000,71.18,10730000,5.222,2.051,-2.194,2.29,-2.194,4.947e-05,0.0001161,1.476,-1.516,0.03032,-0.02951
PVT_1023,2.75,-2.75,wp,ws,ws,25,32.07,6978000,74.85,8898000,4.063,2.279,-2.405,2.544,-2.405,4.247e-05,0.0001171,1.479,-1.516,0.03031,-0.02958
PVT_1024,2.75,-2.75,wp,ws,ws,-25,31.68,7581000,76.02,7624000,3.371,2.304,-2.472,2.561,-2.472,3.318e-05,0.0001116,1.481,-1.514,0.03027,-0.02962
PVT_1025,2.75,-2.75,wp,ws,ws,85,32.29,6343000,73.86,10190000,4.871,2.256,-2.316,2.526,-2.316,5.105e-05,0.000123,1.477,-1.517,0.03034,-0.02954
PVT_1026,2.25,-2.25,ws,ws,ws,25,33.47,5646000,70.03,11340000,5.64,1.889,-1.635,2.092,-1.635,5.713e-05,0.0001394,1.478,-1.46,0.0292,-0.02957
PVT_1027,2.25,-2.25,ws,ws,ws,-25,35.15,7399000,68.05,10260000,4.729,1.91,-1.724,2.108,-1.724,4.007e-05,0.0001095,1.481,-1.459,0.02919,-0.02962
PVT_1028,2.25,-2.25,ws,ws,ws,85,31.85,4351000,71.82,12360000,6.677,1.867,-1.539,2.076,-1.539,7.61e-05,0.000172,1.475,-1.438,0.02876,-0.0295
PVT_1029,2.5,-2.25,ws,ws,ws,25,33.48,6100000,71.12,10790000,5.13,2.104,-1.804,2.331,-1.804,5.247e-05,0.0001302,1.48,-1.478,0.02956,-0.02961
PVT_1030,2.5,-2.25,ws,ws,ws,-25,34.67,7736000,70.08,9638000,4.284,2.127,-1.886,2.347,-1.886,3.843e-05,0.0001065,1.483,-1.47,0.0294,-0.02965
PVT_1031,2.5,-2.25,ws,ws,ws,85,32.17,4841000,71.91,11860000,6.101,2.081,-1.707,2.314,-1.707,6.8e-05,0.000157,1.478,-1.476,0.02951,-0.02955
PVT_1032,2.75,-2.25,ws,ws,ws,25,31.68,5638000,74.86,10050000,4.708,2.312,-1.916,2.568,-1.916,5.694e-05,0.0001449,1.481,-1.486,0.02972,-0.02962
PVT_1033,2.75,-2.25,ws,ws,ws,-25,31.78,6415000,74.97,8769000,3.92,2.337,-1.978,2.585,-1.978,4.627e-05,0.0001316,1.483,-1.476,0.02951,-0.02966
PVT_1034,2.75,-2.25,ws,ws,ws,85,31.36,4836000,74.33,11270000,5.62,2.288,-1.837,2.551,-1.837,6.74e-05,0.0001597,1.479,-1.489,0.02978,-0.02958
PVT_1035,2.25,-2.5,ws,ws,ws,25,34.3,6734000,69.32,10680000,5.135,1.875,-1.89,2.081,-1.89,4.617e-05,0.0001163,1.477,-1.511,0.03023,-0.02955
PVT_1036,2.25,-2.5,ws,ws,ws,-25,35.88,8846000,68.08,9589000,4.289,1.896,-1.993,2.097,-1.993,3.14e-05,9.212e-05,1.48,-1.513,0.03025,-0.0296
PVT_1037,2.25,-2.5,ws,ws,ws,85,32.71,5200000,70.75,11730000,6.107,1.854,-1.775,2.065,-1.775,6.321e-05,0.0001434,1.474,-1.506,0.03013,-0.02948
PVT_1038,2.5,-2.5,ws,ws,ws,25,34.04,7124000,70.54,10170000,4.713,2.088,-2.056,2.319,-2.056,4.375e-05,0.0001121,1.479,-1.514,0.03027,-0.02959
PVT_1039,2.5,-2.5,ws,ws,ws,-25,34.97,8806000,70.54,8994000,3.924,2.112,-2.144,2.336,-2.144,3.152e-05,9.378e-05,1.482,-1.513,0.03027,-0.02963
PVT_1040,2.5,-2.5,ws,ws,ws,85,32.87,5658000,71.58,11270000,5.625,2.067,-1.947,2.302,-1.947,5.77e-05,0.0001337,1.477,-1.512,0.03025,-0.02954
PVT_1041,2.75,-2.5,ws,ws,ws,25,31.94,6340000,74.69,9451000,4.359,2.296,-2.159,2.557,-2.159,4.91e-05,0.000129,1.48,-1.515,0.0303,-0.0296
PVT_1042,2.75,-2.5,ws,ws,ws,-25,31.76,7000000,75.4,8161000,3.622,2.322,-2.224,2.574,-2.224,3.94e-05,0.0001203,1.482,-1.514,0.03028,-0.02964
PVT_1043,2.75,-2.5,ws,ws,ws,85,31.89,5600000,74.09,10710000,5.217,2.273,-2.075,2.539,-2.075,5.838e-05,0.0001388,1.478,-1.515,0.0303,-0.02956
PVT_1044,2.25,-2.75,ws,ws,ws,25,34.97,7904000,68.77,10100000,4.718,1.859,-2.153,2.069,-2.153,3.753e-05,9.96e-05,1.476,-1.515,0.03029,-0.02952
PVT_1045,2.25,-2.75,ws,ws,ws,-25,36.43,10230000,68.23,9011000,3.929,1.88,-2.268,2.085,-2.268,2.459e-05,7.981e-05,1.479,-1.513,0.03026,-0.02958
PVT_1046,2.25,-2.75,ws,ws,ws,85,33.44,6071000,70.35,11160000,5.63,1.839,-2.021,2.053,-2.021,5.301e-05,0.0001223,1.473,-1.515,0.03029,-0.02945
PVT_1047,2.5,-2.75,ws,ws,ws,25,34.43,8087000,70.8,9610000,4.363,2.072,-2.312,2.307,-2.312,3.667e-05,9.896e-05,1.478,-1.515,0.0303,-0.02957
PVT_1048,2.5,-2.75,ws,ws,ws,-25,35.05,9680000,71.09,8417000,3.625,2.095,-2.403,2.324,-2.403,2.587e-05,8.515e-05,1.481,-1.513,0.03027,-0.02961
PVT_1049,2.5,-2.75,ws,ws,ws,85,33.45,6527000,71.21,10750000,5.221,2.051,-2.194,2.29,-2.194,4.937e-05,0.0001163,1.476,-1.516,0.03032,-0.02951
PVT_1050,2.75,-2.75,ws,ws,ws,25,32.07,6962000,74.87,8914000,4.062,2.279,-2.405,2.544,-2.405,4.235e-05,0.0001173,1.479,-1.516,0.03031,-0.02958
PVT_1051,2.75,-2.75,ws,ws,ws,-25,31.68,7561000,76.03,7638000,3.37,2.304,-2.472,2.561,-2.472,3.306e-05,0.0001117,1.481,-1.514,0.03027,-0.02962
PVT_1052,2.75,-2.75,ws,ws,ws,85,32.29,6326000,73.88,10210000,4.87,2.256,-2.316,2.526,-2.316,5.093e-05,0.0001232,1.477,-1.517,0.03034,-0.02953
PVT_1053,2.25,-2.25,tm,wo,ws,25,33.48,6109000,70.45,11430000,5.293,1.839,-1.709,2.085,-1.709,5.23e-05,0.0001335,1.477,-1.497,0.02995,-0.02954
PVT_1054,2.25,-2.25,tm,wo,ws,-25,34.91,7885000,68.86,10380000,4.462,1.859,-1.797,2.101,-1.797,3.603e-05,0.0001077,1.48,-1.501,0.03002,-0.0296
PVT_1055,2.25,-2.25,tm,wo,ws,85,32.1,4831000,71.65,12380000,6.227,1.82,-1.617,2.068,-1.617,6.993e-05,0.0001608,1.474,-1.484,0.02969,-0.02947
PVT_1056,2.5,-2.25,tm,wo,ws,25,32.97,6332000,72.22,10800000,4.82,2.052,-1.863,2.323,-1.863,5.057e-05,0.0001312,1.479,-1.505,0.0301,-0.02959
PVT_1057,2.5,-2.25,tm,wo,ws,-25,33.6,7585000,71.94,9642000,4.047,2.074,-1.936,2.34,-1.936,3.744e-05,0.0001133,1.482,-1.505,0.03011,-0.02963
PVT_1058,2.5,-2.25,tm,wo,ws,85,32.1,5196000,72.8,11840000,5.697,2.031,-1.777,2.306,-1.777,6.455e-05,0.0001516,1.477,-1.502,0.03003,-0.02954
PVT_1059,2.75,-2.25,tm,wo,ws,25,30.23,5272000,77.28,9965000,4.429,2.26,-1.952,2.561,-1.952,6.066e-05,0.000161,1.48,-1.508,0.03017,-0.02961
PVT_1060,2.75,-2.25,tm,wo,ws,-25,29.92,5699000,77.85,8721000,3.707,2.284,-2.006,2.578,-2.006,4.953e-05,0.0001526,1.482,-1.508,0.03015,-0.02965
PVT_1061,2.75,-2.25,tm,wo,ws,85,30.5,4847000,76.29,11150000,5.254,2.238,-1.886,2.544,-1.886,6.934e-05,0.0001673,1.478,-1.507,0.03015,-0.02956
PVT_1062,2.25,-2.5,tm,wo,ws,25,34.23,7292000,69.49,10740000,4.826,1.825,-1.969,2.073,-1.969,4.186e-05,0.0001125,1.476,-1.513,0.03026,-0.02952
PVT_1063,2.25,-2.5,tm,wo,ws,-25,35.52,9279000,68.96,9668000,4.052,1.845,-2.068,2.09,-2.068,2.762e-05,9.175e-05,1.479,-1.513,0.03026,-0.02958
PVT_1064,2.25,-2.5,tm,wo,ws,85,32.9,5724000,71.12,11740000,5.703,1.806,-1.86,2.056,-1.86,5.811e-05,0.0001351,1.473,-1.511,0.03023,-0.02945
PVT_1065,2.5,-2.5,tm,wo,ws,25,33.36,7243000,71.92,10140000,4.434,2.037,-2.115,2.311,-2.115,4.213e-05,0.000115,1.478,-1.514,0.03028,-0.02957
PVT_1066,2.5,-2.5,tm,wo,ws,-25,33.63,8360000,72.56,8938000,3.711,2.059,-2.19,2.328,-2.19,3.05e-05,0.0001025,1.481,-1.513,0.03026,-0.02961
PVT_1067,2.5,-2.5,tm,wo,ws,85,32.71,6065000,72.34,11230000,5.259,2.017,-2.02,2.294,-2.02,5.496e-05,0.0001305,1.476,-1.514,0.03028,-0.02952
PVT_1068,2.75,-2.5,tm,wo,ws,25,30.39,5833000,77.19,9340000,4.105,2.244,-2.195,2.549,-2.195,5.2e-05,0.0001452,pending,pending,pending,pending
PVT_1069,2.75,-2.5,tm,wo,ws,-25,29.88,6229000,77.84,8101000,3.429,2.268,-2.252,2.566,-2.252,4.097e-05,0.0001403,1.481,-1.514,0.03027,-0.02963
PVT_1070,2.75,-2.5,tm,wo,ws,85,30.92,5517000,76.05,10570000,4.883,2.222,-2.124,2.531,-2.124,6.039e-05,0.0001473,1.477,-1.515,0.03031,-0.02954
PVT_1071,2.25,-2.75,tm,wo,ws,25,34.82,8452000,69.59,10130000,4.438,1.809,-2.235,2.061,-2.235,3.347e-05,9.73e-05,1.475,-1.513,0.03027,-0.0295
PVT_1072,2.25,-2.75,tm,wo,ws,-25,35.9,10520000,69.12,9040000,3.716,1.828,-2.34,2.077,-2.34,2.112e-05,8.077e-05,1.478,-1.512,0.03024,-0.02955
PVT_1073,2.25,-2.75,tm,wo,ws,85,33.58,6697000,70.5,11160000,5.264,1.791,-2.112,2.044,-2.112,4.851e-05,0.000116,1.471,-1.514,0.03028,-0.02943
PVT_1074,2.5,-2.75,tm,wo,ws,25,33.56,8029000,72.47,9543000,4.109,2.02,-2.369,2.298,-2.369,3.508e-05,0.0001036,1.477,-1.514,0.03028,-0.02955
PVT_1075,2.5,-2.75,tm,wo,ws,-25,33.45,8930000,73.27,8308000,3.432,2.041,-2.445,2.316,-2.445,2.472e-05,9.571e-05,pending,pending,pending,pending
PVT_1076,2.5,-2.75,tm,wo,ws,85,33.19,6918000,71.87,10690000,4.887,2.001,-2.269,2.281,-2.269,4.698e-05,0.0001147,1.475,-1.515,0.0303,-0.0295
PVT_1077,2.75,-2.75,tm,wo,ws,25,30.47,6349000,77.13,8787000,3.829,2.226,-2.441,2.535,-2.441,4.406e-05,0.0001331,pending,pending,pending,pending
PVT_1078,2.75,-2.75,tm,wo,ws,-25,29.85,6765000,78.36,7574000,3.193,2.25,-2.499,2.553,-2.499,3.299e-05,0.0001301,pending,pending,pending,pending
PVT_1079,2.75,-2.75,tm,wo,ws,85,31.22,6138000,75.86,10050000,4.563,2.205,-2.366,2.518,-2.366,5.269e-05,0.0001322,pending,pending,pending,pending
PVT_1080,2.25,-2.25,wp,wo,ws,25,33.48,6117000,70.43,11420000,5.294,1.839,-1.709,2.085,-1.709,5.235e-05,0.0001334,1.477,-1.498,0.02995,-0.02954
PVT_1081,2.25,-2.25,wp,wo,ws,-25,34.91,7897000,68.85,10370000,4.463,1.859,-1.797,2.101,-1.797,3.607e-05,0.0001076,1.48,-1.501,0.03002,-0.0296
PVT_1082,2.25,-2.25,wp,wo,ws,85,32.1,4837000,71.64,12370000,6.227,1.82,-1.617,2.068,-1.617,6.999e-05,0.0001607,1.474,-1.485,0.02969,-0.02948
PVT_1083,2.5,-2.25,wp,wo,ws,25,32.97,6342000,72.2,10790000,4.821,2.052,-1.863,2.323,-1.863,5.063e-05,0.0001311,1.479,-1.505,0.03011,-0.02959
PVT_1084,2.5,-2.25,wp,wo,ws,-25,33.6,7595000,71.93,9633000,4.047,2.074,-1.936,2.34,-1.936,3.749e-05,0.0001132,1.482,-1.505,0.03011,-0.02963
PVT_1085,2.5,-2.25,wp,wo,ws,85,32.1,5203000,72.79,11830000,5.698,2.031,-1.777,2.306,-1.777,6.461e-05,0.0001515,1.477,-1.502,0.03004,-0.02954
PVT_1086,2.75,-2.25,wp,wo,ws,25,30.23,5279000,77.27,9957000,4.43,2.26,-1.952,2.561,-1.952,6.073e-05,0.0001608,1.48,-1.508,0.03017,-0.02961
PVT_1087,2.75,-2.25,wp,wo,ws,-25,29.92,5705000,77.84,8713000,3.708,2.284,-2.006,2.578,-2.006,4.96e-05,0.0001525,1.482,-1.508,0.03015,-0.02965
PVT_1088,2.75,-2.25,wp,wo,ws,85,30.5,4854000,76.28,11140000,5.255,2.238,-1.886,2.544,-1.886,6.941e-05,0.0001672,1.478,-1.507,0.03015,-0.02956
PVT_1089,2.25,-2.5,wp,wo,ws,25,34.23,7303000,69.47,10730000,4.826,1.825,-1.969,2.073,-1.969,4.191e-05,0.0001124,1.476,-1.513,0.03026,-0.02952
PVT_1090,2.25,-2.5,wp,wo,ws,-25,35.52,9293000,68.95,9658000,4.052,1.845,-2.068,2.09,-2.068,2.766e-05,9.168e-05,1.479,-1.513,0.03026,-0.02958
PVT_1091,2.25,-2.5,wp,wo,ws,85,32.9,5732000,71.11,11730000,5.704,1.806,-1.86,2.056,-1.86,5.817e-05,0.000135,1.473,-1.511,0.03023,-0.02945
PVT_1092,2.5,-2.5,wp,wo,ws,25,33.36,7253000,71.91,10130000,4.434,2.037,-2.115,2.311,-2.115,4.218e-05,0.0001149,1.478,-1.514,0.03028,-0.02957
PVT_1093,2.5,-2.5,wp,wo,ws,-25,33.63,8371000,72.54,8929000,3.712,2.059,-2.19,2.328,-2.19,3.054e-05,0.0001025,1.481,-1.513,0.03027,-0.02961
